question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Expressões,Fácil,3.8031964160036296,2114,0.0012613,AC,0.9246792700141668,51,0,0,0,0,51
Mancha,Médio,18.120531153981574,4954,0.0052379,WA,2.2972645929839928,22,8,0,0,0,30
Direção,Fácil,4.8606374410155695,1823,0.0011823,AC,0.06210749797173776,24,0,0,0,0,24
Nova avenida,Médio,11.984350348997395,4185,0.0044029,AC,0.15087871797732078,12,0,0,0,0,12
Telescópio,Fácil,2.87618466099957,2325,0.0012944,AC,0.0788706770108547,33,0,0,0,0,33
Game Show,Fácil,1.89858566300245,2086,0.0009423999999999999,AC,0.07307440199656412,25,0,0,0,0,25
Manchas de pele,Difícil,3.5553999900002964,2326,0.0015949,AC,3.047628688014811,61,0,0,0,0,61
Temperatura Lunar,Médio,7.865195671998663,3236,0.002683,AC,0.11270488100126386,10,0,0,0,0,10
Castelos da Nlogônia,Difícil,7.456210051983362,2742,0.0020031,AC,0.05856565898284316,36,0,0,0,0,36
Matriz Escada,Médio,12.412817852018634,3611,0.0035575,AC,1.518031974992482,59,0,0,0,0,59
Pedágio_2002,Médio,6.221829666988924,3142,0.0025381,WA,0.06926335699972697,0,10,0,0,0,10
Fusões,Médio,4.612443124002311,2578,0.0017922,AC,0.49159716299618594,29,0,0,0,0,29
Falta uma,Fácil,6.1524290640081745,2117,0.0015570000000000002,AC,0.23842974001308903,28,0,0,0,0,28
Sanduíche,Médio,7.00430676000542,2419,0.0016954,AC,0.5263225559901912,23,0,0,0,0,23
Blefe,Médio,11.085563210013788,3427,0.0032451,AC,2.590085954987444,50,0,0,0,0,50
Tabela do campeonato,Médio,10.408406998991268,3988,0.0039969,WA,0.07636607199674472,55,69,0,0,0,124
Clube dos Cinco,Difícil,15.80447149698739,5280,0.0059414,AC,0.09573574300156906,81,0,0,0,0,81
Piso da escola,Fácil,10.292948841990437,2906,0.0025156,AC,0.04411866900045425,30,0,0,0,0,30
Caravana,Fácil,5.240081010997528,2024,0.0012251,AC,0.025675395998405293,8,0,0,0,0,8
Ônibus,Médio,3.551042361999862,2034,0.0012895,AC,0.12814693301334046,19,0,0,0,0,19
Chocolate_2012,Fácil,8.560057744994992,2710,0.0024686,AC,0.061469031003070995,50,0,0,0,0,50
Altas Aventuras,Difícil,18.62457748601446,5437,0.0063121,TLE,15.0,31,2,0,20,0,53
Jogo dos Pinos,Fácil,5.073885352991056,2351,0.0016597,AC,0.03401163101079874,16,0,0,0,0,16
Fechadura,Fácil,789.2484578310105,257391,0.3842782,NO CODE,0.0,0,0,0,0,0,50
Sr. Toupeira,Médio,5.2997985840193,3049,0.0021867,AC,0.6075463200104423,26,0,0,0,0,26
Sr. Sapo,Médio,6.2628137019928545,2631,0.0019003000000000002,AC,7.9123246670060325,29,0,0,0,0,29
Ponto do meio,Médio,13.820052925002528,4559,0.0050744,AC,0.04607356199994683,31,0,0,0,0,31
Ogro_2024,Fácil,1.826485080004204,1691,0.0007841,AC,0.050282067008083686,20,0,0,0,0,20
Pirâmide_2022,Médio,6.28569968699594,2512,0.0018622,WA,0.06650077900849283,1,38,0,0,0,39
Game-10,Fácil,4.563315507984953,2077,0.0012344,AC,0.06747081299545243,46,0,0,0,0,46
Restaurante de pizza,Fácil,6.0258269920013845,2352,0.0016650999999999999,AC,0.08536229500896297,60,0,0,0,0,60
Zip,Fácil,5.027499154006364,2239,0.0015385,AC,0.05408482797793113,40,0,0,0,0,40
Consecutivos,Fácil,4.202830835012719,1921,0.0011928,AC,0.1445776949985884,50,0,0,0,0,50
Dança de Formatura,Médio,10.047510091011645,3452,0.0024857,AC,2.5425319370115176,55,0,0,0,0,55
Estrada,Médio,5.301424153993139,2479,0.0019505,AC,0.07048403398948722,30,0,0,0,0,30
Duplas de tênis,Fácil,3.3019768700178247,2012,0.0014020999999999999,AC,0.04967072600265965,40,0,0,0,0,40
Show,Médio,9.857277178991353,3061,0.0026194,AC,0.0619958890019916,25,0,0,0,0,25
Loteria,Fácil,2.998619339981815,1940,0.0011446,AC,0.05980796899530105,39,0,0,0,0,39
Cubo Preto,Fácil,5.383457316987915,2200,0.0015255,AC,0.034190278995083645,11,0,0,0,0,11
Robô,Fácil,6.151826230023289,2627,0.0018124,AC,0.077053454995621,50,0,0,0,0,50
Etiquetas,Difícil,18.468419990007533,3484,0.0035334,TLE,15.0,48,11,0,2,0,61
Campeonato,Fácil,4.135250439983793,2105,0.0013713,AC,0.06364559798385017,50,0,0,0,0,50
Dominó_2001,Médio,11.011825408000732,2895,0.0025342000000000003,AC,0.05242583100334741,10,0,0,0,0,10
Reduzindo detalhes em um mapa,Médio,4.4522893039975315,2218,0.0014251,AC,1.001449011004297,52,0,0,0,0,52
Caminho das Pontes,Médio,4.807815578998998,2688,0.0016114,RE,0.042400281003210694,0,0,1,0,0,1
Botas Trocadas,Fácil,5.0271957740187645,2128,0.0014318,AC,0.09665198001312092,28,0,0,0,0,28
VAR,Fácil,4.242544239998097,2009,0.0012416,AC,0.05467264901380986,41,0,0,0,0,41
Dona Lesma,Fácil,8.419001948001096,2552,0.0021965,AC,0.04562886600615457,20,0,0,0,0,20
Frequencia na aula,Fácil,2.311014582985081,1626,0.0007034999999999999,AC,0.7806712479796261,100,0,0,0,0,100
Salada de Frutas,Fácil,7.22006106399931,2453,0.0016580000000000002,AC,0.1223960210045334,28,0,0,0,0,28
Ciclovias,Médio,107.96092675899854,22174,0.0311368,TLE,15.0,27,0,2,11,0,40
Pulo do Gato,Médio,10.308248371991795,2632,0.0019408,WA,0.23778887899243273,9,38,0,0,0,47
Semente,Médio,11.320569928997429,2656,0.0022667,AC,0.04663313998025842,40,0,0,0,0,40
Vice-campeão,Fácil,2.6591164550045505,1603,0.0007717,AC,0.05573408101918176,30,0,0,0,0,30
Tanque de combustível,Fácil,8.08680121699581,2802,0.0023453000000000002,AC,0.03840101201785728,20,0,0,0,0,20
Candidatas,Difícil,46.23337185400305,9524,0.0122827,RE,15.0,0,3,9,8,0,20
Toca do Saci,Fácil,13.698833685019054,4840,0.0049915,AC,1.7698590149811935,51,0,0,0,0,51
Dígitos,Difícil,10.28864228099701,3148,0.0030736,AC,0.16290092101553455,33,0,0,0,0,33
Caminhos do reino,Difícil,44.36508869298268,11084,0.014215799999999999,WA,15.0,2,20,0,18,0,40
Cartas,Fácil,7.491704970976571,2114,0.0015642,AC,0.05678639901452698,30,0,0,0,0,30
Flíper,Fácil,8.584583984978963,2408,0.0019584,WA,0.032167697994736955,8,7,0,0,0,15
Drone de Entrega,Médio,6.887199077988043,2457,0.0018928,AC,0.07815121597377583,51,0,0,0,0,51
Aeroporto,Fácil,5.441373425011989,2476,0.0017432,WA,0.08656466999673285,0,10,0,0,0,10
Leilão,Fácil,5.458808986004442,2382,0.0017686000000000002,AC,0.05605801197816618,24,0,0,0,0,24
Busca na Internet,Fácil,4.77849471301306,1753,0.0010851,AC,0.05120280300616287,30,0,0,0,0,30
Mapa,Difícil,8.020811848022277,2885,0.0025101,AC,0.6828326990071218,38,0,0,0,0,38
Medalhas,Fácil,3.078845429001376,1935,0.0011449000000000001,AC,0.06724555400433019,69,0,0,0,0,69
Construtora,Médio,26.479315044009127,4990,0.0056338000000000004,WA,0.05762253500870429,10,28,0,0,0,38
Jogo,Fácil,4.089301564992638,2000,0.0012008000000000001,AC,0.04708295300952159,18,0,0,0,0,18
Maximin,Médio,20.77974096799153,5564,0.006281600000000001,WA,0.049457173998234794,13,11,0,0,0,24
Carro elétrico,Médio,16.122095655009616,4088,0.004026,AC,0.20682123600272462,19,0,0,0,0,19
Dario e Xerxes,Fácil,17.39324032899458,4298,0.0047206,WA,0.04072185201221146,7,15,0,0,0,22
Retas,Difícil,30.309322946995962,6354,0.0075069,WA,1.700992188998498,31,12,0,0,0,43
Viagem,Difícil,8.125604440021561,3167,0.0020595,AC,0.1063671610027086,28,0,0,0,0,28
Soma,Difícil,12.367210892989533,3336,0.0032191,WA,0.35546825401252136,0,50,0,0,0,50
Estoque,Fácil,4.0289625260047615,2485,0.0015474,AC,0.07910922900191508,23,0,0,0,0,23
Recibo de Compra,Médio,7.628511499002343,2227,0.0016947,AC,0.8355720890103839,47,0,0,0,0,47
Chaves,Fácil,9.929674969986081,2865,0.0024541000000000003,AC,0.16739883899572305,78,0,0,0,0,78
Caverna de Ordinskaya,Médio,14.210181331989588,3975,0.0037603000000000003,AC,0.15405284200096503,90,0,0,0,0,90
Barcos da Nlogônia,Difícil,30.398046536021866,5663,0.006226000000000001,WA,1.8855011519917753,12,40,0,0,0,52
Frete,Médio,4.466359819023637,2315,0.0014353999999999999,AC,0.08626545500010252,35,0,0,0,0,35
Teste de redação,Fácil,7.511795555008575,2168,0.0016491000000000001,WA,0.031296116998419166,0,5,0,0,0,5
Tacos de bilhar,Médio,5.3211489749955945,1887,0.0010417,WA,0.1767487860051915,9,6,0,0,0,15
Bolas,Fácil,3.9056995089922566,1719,0.0009899000000000002,AC,0.052179797989083454,19,0,0,0,0,19
Prêmio,Fácil,4.553320821985835,2195,0.0014269999999999999,AC,0.05589987101848237,40,0,0,0,0,40
Falha de segurança,Difícil,22.898015216982458,4115,0.0043304,WA,0.2767190439917613,14,16,0,0,0,30
Bombom,Fácil,6.86607516600634,2726,0.0021741,AC,0.0649557989963796,50,0,0,0,0,50
Câmara de Compensação,Difícil,9.474391712981742,3205,0.0022322,AC,1.3828609619813506,28,0,0,0,0,28
Tira-teima,Fácil,3.1518105109862518,1759,0.0009056,AC,0.0825477069884073,46,0,0,0,0,46
Taxa,Difícil,20.662549507978838,4166,0.0039597,AC,8.617334670008859,36,0,0,0,0,36
Atlanta,Fácil,11.104311564005911,3335,0.0032773999999999998,AC,0.05189892300404608,40,0,0,0,0,40
Fuga com helicóptero,Fácil,8.249934171995847,2858,0.0025281,AC,0.07253413798753172,74,0,0,0,0,74
Pirâmide,Médio,6.30575652999687,2346,0.0014143,AC,0.08399462400120683,86,0,0,0,0,86
Dominó Nlogônico,Médio,32.23405333899427,9334,0.0114972,TLE,15.0,47,0,0,26,0,73
Atletismo copy,Fácil,4.010282808012562,2233,0.0013111000000000002,AC,0.23801519998232834,41,0,0,0,0,41
Wifi,Difícil,34.99826740598655,6163,0.0072243,WA,1.063309646997368,6,16,0,0,0,22
Ilhas,Médio,7.131333027005894,2721,0.0019456,AC,0.29208004201063886,24,0,0,0,0,24
Grand Prix da Nlogônia,Difícil,62.941275746008614,12734,0.0172056,TLE,15.0,37,0,0,12,0,49
Retângulo,Médio,12.031259826995665,3714,0.0038134,WA,0.11049294099211693,18,17,0,0,0,35
Passa Bolinha,Difícil,8.31663217197638,3305,0.0029477,AC,0.07334581000031903,40,0,0,0,0,40
Frequência,Difícil,27.812337868992472,7430,0.009179399999999999,WA,4.6482031459745485,35,10,0,0,0,45
Lençol,Fácil,38.00586009101244,7935,0.0102008,WA,0.07955033899634145,38,12,0,0,0,50
Subcadeias,Médio,5.679921471019043,2281,0.0017965000000000001,AC,0.0716978489945177,40,0,0,0,0,40
Quadrado,Difícil,65.15136195498053,16401,0.023019400000000002,WA,0.04062214802252129,0,15,0,0,0,15
Calculando,Fácil,7.752981136000017,2425,0.0018058,AC,0.28872847798629664,10,0,0,0,0,10
Ogro_2021,Fácil,5.274401284987107,2091,0.0013763,AC,0.0563457710086368,20,0,0,0,0,20
Sequência,Médio,15.16110514299362,4606,0.00466,AC,1.5443929800239857,59,0,0,0,0,59
Xadrez,Fácil,5.035783729021205,1849,0.0011095,AC,0.0522924899996724,26,0,0,0,0,26
Oficina Mecânica,Difícil,24.07765561999986,6938,0.0079513,WA,2.199794528016355,46,45,0,0,0,91
Cinco,Médio,10.211656929983292,3619,0.0033602,AC,0.09833220299333334,64,0,0,0,0,64
Trem da mina,Difícil,892.9511654720118,257853,0.3843706,NO CODE,0.0,0,0,0,0,0,25
Dominó,Fácil,2.6077352940046694,1655,0.0007834000000000001,AC,0.07856548199197277,42,0,0,0,0,42
Troféu,Fácil,5.688136373006273,2284,0.001645,AC,0.046786726015852764,25,0,0,0,0,25
Decifra,Fácil,6.054497125995113,2690,0.0021214,AC,0.06546345498645678,20,0,0,0,0,20
Calçada Imperial,Médio,17.973809799004812,4572,0.0050497,AC,3.1349224009900354,20,0,0,0,0,20
Tesouro,Médio,9.71858553099446,3543,0.0028431999999999997,AC,1.643531427020207,54,0,0,0,0,54
Relógios,Difícil,12.66861601601704,4045,0.0037899,AC,0.15263014999800362,48,0,0,0,0,48
Cabo de guerra,Fácil,4.750306928995997,2443,0.0016703,AC,0.08061166599509306,76,0,0,0,0,76
Toupeira,Médio,5.444768050016137,2709,0.0016793,AC,0.9221505839959718,26,0,0,0,0,26
Tradutor alienígena,Médio,9.441448327997932,3308,0.0030276,AC,4.4236125639872625,23,0,0,0,0,23
Copa,Fácil,11.20628447199124,3720,0.0037145,WA,0.06549182799062692,23,35,0,0,0,58
Corredor,Médio,4.393063708994305,2060,0.0013753,AC,0.15095401401049457,30,0,0,0,0,30
Quadrado_2014,Médio,9.318514859012794,3091,0.002901,AC,0.06322050699964166,30,0,0,0,0,30
Código de Compressão,Médio,4.0541265519859735,2200,0.0015112,AC,0.050685366994002834,32,0,0,0,0,32
Linhas de Ônibus,Médio,9.65171308600111,3628,0.0031487999999999998,TLE,15.0,58,0,0,7,0,65
Concurso_2024,Fácil,3.52040924798348,1910,0.001032,AC,0.09723758700420149,45,0,0,0,0,45
Câmeras,Médio,8.333069858985255,3163,0.0025423,AC,0.0773229030019138,60,0,0,0,0,60
Passatempo,Médio,6.819928122975398,3083,0.0025055,RE,0.18786865400034003,2,0,28,0,0,30
Nota esquecida,Fácil,3.001460906001739,1794,0.0010699,AC,0.16806648499914445,68,0,0,0,0,68
Torre de Dados,Difícil,43.75736770199728,10908,0.014278100000000002,WA,0.09531701999367215,7,43,0,0,0,50
Sequência Secreta,Fácil,5.572553743026219,2476,0.0018602,AC,0.04932581598404795,19,0,0,0,0,19
Elevador,Fácil,28.53944295999827,5686,0.0064919,AC,0.08962245201109909,24,0,0,0,0,24
Cortando o Papel,Médio,15.659716662979918,4139,0.0045991,WA,0.4825251290167216,1,21,0,0,0,22
Prefixo,Fácil,3.0324862609850243,1770,0.0009364,AC,0.049543430999619886,30,0,0,0,0,30
Intervalo Distinto,Difícil,3.383324210997671,1738,0.001086,AC,0.4632536770077422,53,0,0,0,0,53
Parcelamento sem juros,Fácil,2.983884991001105,2019,0.0011681999999999999,AC,0.04801977699389681,38,0,0,0,0,38
Torneio de tênis,Fácil,3.4731209019955713,1843,0.0010589,AC,0.05941106300451793,20,0,0,0,0,20
Colchão,Fácil,8.580098329024622,3123,0.0029958000000000003,AC,0.29680062099942006,40,0,0,0,0,40
Gincana_2016,Difícil,18.03208363900194,3640,0.0036842,AC,0.06474943700595759,59,0,0,0,0,59
Teleférico,Fácil,7.926530759985326,2835,0.0025833,AC,0.055709552980260924,36,0,0,0,0,36
Catálogo de Músicas,Difícil,31.162875584996073,6424,0.007416900000000001,WA,0.7627972420013975,0,26,0,0,0,26
Jogo de Tabuleiro,Médio,7.033649392978987,2724,0.0019683,AC,0.07326249498873949,28,0,0,0,0,28
Fuga,Difícil,46.9725044730003,11000,0.0141847,TLE,15.0,32,0,0,2,0,34
Cubo e quadrado,Fácil,5.719516324985307,2028,0.0014976,AC,0.059828564000781626,30,0,0,0,0,30
Visita entre cidades,Médio,3.0089446020137984,2083,0.0012304,AC,0.0950594239984639,19,0,0,0,0,19
Jardim de infância,Difícil,10.994028732005972,4498,0.0044824,AC,0.07158967800205573,80,0,0,0,0,80
Detetive,Médio,75.81237347901333,14755,0.0198666,WA,12.743291554012103,5,73,0,0,0,78
Concatena Dígitos,Médio,9.317014723987086,3227,0.0023952,AC,0.23309938100283034,25,0,0,0,0,25
Jogo do Preto e Branco,Médio,18.42150708902045,5021,0.0056127,AC,0.06012012797873467,40,0,0,0,0,40
Musical,Médio,9.699010251002619,3509,0.0028025999999999997,AC,0.07039183401502669,51,0,0,0,0,51
Supermercado,Fácil,3.7192646979819983,2050,0.0011484,AC,0.05062347700004466,20,0,0,0,0,20
PacMan,Fácil,29.256315667007584,6738,0.0082571,AC,0.06946001001051627,50,0,0,0,0,50
Fotografia,Fácil,5.846026667975821,2534,0.0019121000000000001,AC,0.04153211499215104,20,0,0,0,0,20
Baralho,Fácil,6.999304072000086,2800,0.0021122,AC,0.048806459992192686,25,0,0,0,0,25
Floresta,Médio,18.72694076699554,5501,0.0064432000000000005,AC,0.08577355099259876,33,0,0,0,0,33
Aplicativo de Calorias,Fácil,3.897691863006912,1938,0.0011013,AC,0.06591360198217444,25,0,0,0,0,25
A idade de Dona Mônica,Fácil,3.5403700079768896,1952,0.0012445,AC,0.04686136799864471,24,0,0,0,0,24
Receita de Bolo,Fácil,3.1013906429870985,1645,0.0008359999999999999,AC,0.051444450014969334,30,0,0,0,0,30
Dona Formiga,Médio,15.868239717994584,5100,0.0056337,AC,0.0774820990045555,22,0,0,0,0,22
Quadrado Mágico_2011,Fácil,10.932719738979358,3211,0.0029172,AC,3.5898976039898116,53,0,0,0,0,53
Trio de Palitinhos,Médio,6.863900688011199,2856,0.002178,AC,0.36625255798571743,33,0,0,0,0,33
Chuva_2022,Médio,9.327325196994934,2863,0.0024485,AC,0.1199548370204866,30,0,0,0,0,30
Setas,Médio,12.11163868100266,3511,0.0034764,AC,0.7197598229977302,60,0,0,0,0,60
Hotel Nlogônia,Médio,68.81209336899337,14831,0.020043,WA,1.3591049360111356,29,31,0,0,0,60
Jogo da Memória,Difícil,7.865996323002037,3279,0.00304,RE,1.5828776910202578,42,0,5,0,0,47
Caminho,Médio,8.309868542011827,3228,0.0030545000000000004,AC,0.2512483790051192,25,0,0,0,0,25
Placas de Carro,Médio,4.372234907001257,2163,0.0012125999999999999,AC,0.04710145900025964,31,0,0,0,0,31
Tempo de resposta,Difícil,17.24624643099378,5412,0.0059704,AC,0.0417955539887771,10,0,0,0,0,10
Avenida,Fácil,2.2761372519889846,1796,0.0008805,AC,0.05341975198825821,28,0,0,0,0,28
Dobradura,Fácil,11.283784636005294,2810,0.0024353,AC,0.02809861200512387,10,0,0,0,0,10
Sinuca,Médio,5.433539704012219,2344,0.0017714,AC,0.05494599198573269,40,0,0,0,0,40
Subsequência,Médio,6.907709752005758,1933,0.0011315000000000001,AC,0.18145620200084522,51,0,0,0,0,51
Alfabeto alienígena,Fácil,4.20619254198391,2019,0.0009238,WA,0.06262727599823847,33,28,0,0,0,61
Campeonato_2018,Fácil,7.662409715994727,3541,0.003173,AC,0.06858436000766233,48,0,0,0,0,48
Plano de Internet,Fácil,5.090147287992295,2301,0.0016588000000000002,AC,0.026169883989496157,10,0,0,0,0,10
Rodovia,Difícil,46.51381009200122,9519,0.0122427,WA,0.6614787250000518,7,6,0,0,0,13
Figurinhas da copa,Fácil,3.003286252001999,2171,0.001287,AC,0.03490937998867594,20,0,0,0,0,20
Meteoros,Fácil,6.1848823110049125,2677,0.0019381000000000001,WA,0.24433103000046685,0,10,0,0,0,10
Burocracia,Difícil,44.607297873997595,8150,0.009781,WA,15.0,8,17,0,28,0,53
Pizza da OBI,Fácil,5.098068630002672,1914,0.0011563,AC,0.043032632005633786,27,0,0,0,0,27
Chefe,Médio,13.1579649229825,4224,0.0036528000000000003,AC,2.7996527289797086,28,0,0,0,0,28
Vende-se,Fácil,4.7744849659793545,2090,0.0014099000000000002,AC,0.2711903110030107,50,0,0,0,0,50
Plano de estacionamento,Difícil,27.224773252004525,6369,0.0076958,WA,3.4540744809783064,33,17,0,0,0,50
Tarzan,Médio,4.199761276016943,2013,0.0011839,AC,0.41744802601169795,53,0,0,0,0,53
Contas a pagar,Fácil,5.425666701979935,2167,0.0014877000000000002,AC,0.07768310900428332,43,0,0,0,0,43
Mapa_2017,Médio,13.40871227698517,3585,0.0032442,WA,0.06464654699084349,0,20,1,0,0,21
Maior valor,Fácil,3.5397931080078706,1773,0.0011099,AC,0.05957441602367908,40,0,0,0,0,40
Chuva_2019,Médio,14.035047271026997,4272,0.0042656000000000005,AC,0.2769080649886746,35,0,0,0,0,35
Calculadora,Médio,9.062907298008213,2698,0.0021503,AC,0.9339583560067695,53,0,0,0,0,53
Grupos de Trabalho,Médio,6.996427866019076,3071,0.0025512,AC,0.8642239180044271,25,0,0,0,0,25
Escadinha,Fácil,12.128441125008976,3437,0.0034408,AC,0.059277205989928916,26,0,0,0,0,26
Pangrama,Fácil,2.872941297973739,1890,0.0011021,AC,0.0973334239970427,50,0,0,0,0,50
Notas,Fácil,3.1876606100122444,1704,0.0009323000000000001,AC,0.06834801100194454,40,0,0,0,0,40
Metrô da Nlogônia,Médio,19.004159420990618,4537,0.004667,AC,1.2626242180122063,38,0,0,0,0,38
Epidemia,Fácil,38.40542232198641,6977,0.0086819,AC,0.042890351003734395,28,0,0,0,0,28
Batalha,Fácil,3.0401448640041053,2161,0.0012668,WA,0.04689774598227814,8,11,0,0,0,19
Jogo do Poder,Difícil,80.01526531702257,13605,0.0178738,TLE,15.0,5,0,0,145,0,150
