question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Escada perfeita,Médio,1.9016076900006735,1364,0.00142725,WA,0.7682348679991264,40,20,0,0,0,60
Sequência Secreta,Médio,1.2762237040005855,1013,0.00074865,AC,0.0467545420033275,19,0,0,0,0,19
Cortando o Papel,Médio,1.5795168500008003,941,0.00101865,WA,12.090988742002082,0,20,2,0,0,22
Acelerador de Partículas,Fácil,1.332590950998565,903,0.00062685,WA,0.0763531689990486,11,28,0,0,0,39
Teleférico,Fácil,5.013153026000509,862,0.00062655,AC,0.0760178960008488,36,0,0,0,0,36
Catálogo de Músicas,Difícil,2.6593691119996947,1699,0.00234915,TLE,15.0,2,9,0,15,0,26
Fissura Perigosa,Médio,2.413507346998813,1397,0.00162525,AC,0.1913051369992899,34,0,0,0,0,34
Jogo de Tabuleiro,Médio,1.734021191001375,1309,0.00133125,AC,0.0559643410015269,28,0,0,0,0,28
Fuga,Difícil,4.9103888789977646,1989,0.0042471,WA,0.0506379409998771,0,34,0,0,0,34
Visita entre cidades,Médio,4.5244341409998015,1278,0.0016542,AC,0.0852333170005295,19,0,0,0,0,19
Jardim de infância,Médio,8.711934590002784,3411,0.00901755,AC,0.0756569450022652,80,0,0,0,0,80
Jogo de Cartas,Fácil,1.7128855159971863,1391,0.00105105,WA,0.3201253590013948,1,59,0,0,0,60
Móbile_2015,Fácil,1.0532482419985172,904,0.0004397999999999,AC,0.0478385410024202,30,0,0,0,0,30
Transporte de Contêineres,Fácil,1.0610657459983486,1107,0.000675,AC,0.053291039999749,49,0,0,0,0,49
Jogo do Preto e Branco,Médio,21.74902101300177,1490,0.00279165,WA,0.0473423049988923,15,25,0,0,0,40
Floresta,Fácil,1.2691986890022235,1083,0.00084105,WA,0.0533081659996241,5,28,0,0,0,33
Quadrado Mágico_2011,Fácil,1.9644791829996395,1145,0.0017571,WA,1.8378929659993448,52,1,0,0,0,53
Trio de Palitinhos,Médio,1.551439726001263,1628,0.0010164,AC,0.1720718199976545,33,0,0,0,0,33
Setas,Médio,2.204699947000336,1245,0.0020178,WA,15.0,11,39,0,10,0,60
Cavalos,Médio,1.982782560997293,1263,0.0010669499999999,WA,0.0558446130016818,17,3,3,0,0,23
Avenida,Fácil,1.3400194850000844,910,0.000663,AC,0.0410963940012152,28,0,0,0,0,28
Dobradura,Fácil,1.3454746159986826,1415,0.0008382,WA,0.0231333090014231,8,2,0,0,0,10
Sinuca,Médio,6.651286478001566,981,0.0008784,AC,0.0604537020008137,40,0,0,0,0,40
Campeonato_2018,Fácil,2.910842123998009,2250,0.0015777,WA,0.0608382579994213,33,15,0,0,0,48
Burocracia,Difícil,3.667532945997664,2457,0.00249795,WA,15.0,0,21,0,32,0,53
Telefone,Fácil,2.7974611729987373,1320,0.00153765,RE,0.1333055280010739,12,0,51,0,0,63
Segredo do Cofre,Médio,1.756232566000108,1179,0.00130005,TLE,15.0,3,17,0,12,0,32
Chuva_2019,Médio,13.880051249001554,3013,0.01136805,WA,0.1792022320005344,0,35,0,0,0,35
Metrô da Nlogônia,Difícil,4.05808889599939,1829,0.00406515,TLE,15.0,0,27,0,11,0,38
Torres de Hanói,Fácil,1.7353076079998573,1301,0.0006631499999999,AC,0.0207175729992741,10,0,0,0,0,10
Atletismo,Fácil,1.161048486999789,1123,0.00081195,AC,0.1851951450007618,41,0,0,0,0,41
Amigos,Médio,2.187833903997671,2586,0.0017450999999999,WA,0.2848024669983715,8,44,0,0,0,52
Remove Dígitos,Médio,1.2837663919999611,967,0.0010284,AC,0.1109680650006339,30,0,0,0,0,30
Trio de Bonecas,Difícil,1.436858976998337,1342,0.00096765,WA,0.1100505299982614,11,65,0,0,0,76
Teclado,Fácil,2.4614609720010776,1402,0.00226365,AC,0.1155750690013519,27,0,0,0,0,27
Pirâmide_2023,Fácil,2.5801370389999647,1451,0.00176205,WA,0.0675196299998788,42,44,0,0,0,86
Cápsulas,Médio,1.5624665709983674,1421,0.00116085,AC,0.2150137930002529,27,0,0,0,0,27
Caixinha de palitos,Difícil,3.8408684650021314,1150,0.00114945,AC,0.0814106039979378,61,0,0,0,0,61
Mina,Médio,2.0425955319988134,1175,0.00188445,AC,0.1183084990007046,40,0,0,0,0,40
Pesos,Fácil,1.5104034329997376,1457,0.0010551,WA,0.0609858720017655,22,2,0,0,0,24
Brigadeiros,Difícil,3.3819307679987105,2256,0.00317565,WA,0.3068261629996414,6,61,0,0,0,67
Dengue,Médio,3.0603642169990053,2268,0.00247545,RE,0.1101281450028182,0,0,10,0,0,10
Casamento de inteiros,Médio,2.298363857000368,1139,0.00203115,WA,0.0320872970005439,9,11,0,0,0,20
Cadeiras do auditório,Médio,3.3336086020026414,1941,0.0027247499999999,WA,0.210017887999129,2,37,0,0,0,39
Impedido!,Fácil,1.099875597999926,911,0.00049935,AC,0.0572706460006884,54,0,0,0,0,54
Bondinho,Fácil,0.8392621729981329,721,0.0003187499999999,AC,0.0392187449979246,26,0,0,0,0,26
Distância entre amigos,Médio,1.9789522329992904,1181,0.0017508,WA,0.3413895919984497,1,29,0,0,0,30
Cadeado,Fácil,1.997101541997836,1800,0.0010539,AC,0.0602608159970259,33,0,0,0,0,33
Baldes,Difícil,2.4916530730006343,1674,0.0021699,TLE,15.0,4,21,0,8,0,33
Basquete de robôs,Fácil,1.8002440269992803,1211,0.00045075,WA,0.0452132229984272,27,3,0,0,0,30
Fast-Food,Difícil,2.824451340999076,1795,0.00264435,TLE,15.0,21,5,27,9,0,62
Dona Minhoca,Difícil,3.165450756001519,1415,0.00243525,WA,0.2293339629977708,1,28,0,0,0,29
Metrônibus,Difícil,2.719698155000515,2202,0.0025299,WA,1.566332081998553,11,71,0,0,0,82
Costa,Médio,1.6736885890022677,1117,0.001437,AC,0.1990359089977573,20,0,0,0,0,20
Triângulos,Fácil,1.6778222739994817,1018,0.0009307499999999,AC,0.0558773220000148,41,0,0,0,0,41
Frete da Família Silva,Médio,2.2606212130012864,2090,0.00202755,WA,0.4959848940015945,11,28,1,0,0,40
Zero para cancelar,Fácil,1.157960133998131,945,0.00055125,AC,0.064907055999356,5,0,0,0,0,5
Troca,Médio,2.21650736599986,1806,0.0015462,TLE,15.0,24,0,0,4,0,28
Conta de água,Fácil,12.434040767002443,1170,0.00111735,AC,0.0691487399999459,71,0,0,0,0,71
Forja de ORicalco,Médio,1.8632692459977989,1611,0.0014058,WA,9.569805980998352,1,69,0,0,0,70
Quadrado Aritmético,Difícil,3.3611433020014374,1479,0.0012163500000000002,WA,0.27699117600059253,3,19,0,0,0,22
Supermercado,Médio,3.3750238300017372,1830,0.0017136,WA,0.040860270000848686,0,10,0,0,0,10
Rede ótica,Difícil,2.9018165779998526,2000,0.0026692499999999997,RE,0.08610398300152156,1,1,8,0,0,10
Macaco-prego,Médio,2.800420892002876,2114,0.00227685,AC,0.04344903200035333,10,0,0,0,0,10
